Datetime,temperature(°C),temperature(°F),humidity(%),pressure(hPa)
14:43:07 15/01/2024, 15.31, 59.56, 59.34, 984.49
14:43:17 15/01/2024, 15.31, 59.56, 59.34, 984.51
14:43:27 15/01/2024, 15.32, 59.58, 59.34, 984.50
14:43:37 15/01/2024, 15.32, 59.57, 59.33, 984.49
14:43:47 15/01/2024, 15.30, 59.54, 59.34, 984.52
14:43:57 15/01/2024, 15.30, 59.53, 59.32, 984.46
14:44:07 15/01/2024, 15.31, 59.56, 59.33, 984.49
14:44:17 15/01/2024, 15.32, 59.58, 59.31, 984.50
14:44:27 15/01/2024, 15.32, 59.58, 59.31, 984.53
14:44:37 15/01/2024, 15.32, 59.58, 59.31, 984.45
14:44:47 15/01/2024, 15.32, 59.58, 59.31, 984.50
14:44:57 15/01/2024, 15.33, 59.60, 59.31, 984.57
14:45:07 15/01/2024, 15.32, 59.58, 59.30, 984.47
14:45:17 15/01/2024, 15.33, 59.59, 59.30, 984.48
14:45:27 15/01/2024, 15.32, 59.58, 59.30, 984.39
14:45:38 15/01/2024, 15.33, 59.59, 59.30, 984.43
14:45:48 15/01/2024, 15.32, 59.57, 59.32, 984.44
14:45:58 15/01/2024, 15.32, 59.57, 59.33, 984.44
14:46:08 15/01/2024, 15.32, 59.57, 59.32, 984.38
14:46:18 15/01/2024, 15.32, 59.58, 59.32, 984.39
14:46:28 15/01/2024, 15.32, 59.58, 59.34, 984.45
14:46:38 15/01/2024, 15.33, 59.59, 59.33, 984.45
14:46:48 15/01/2024, 15.33, 59.59, 59.33, 984.45
14:46:58 15/01/2024, 15.32, 59.57, 59.32, 984.49
14:47:08 15/01/2024, 15.32, 59.58, 59.34, 984.53
14:47:18 15/01/2024, 15.32, 59.57, 59.34, 984.55
14:47:28 15/01/2024, 15.33, 59.59, 59.35, 984.54
14:47:38 15/01/2024, 15.32, 59.58, 59.33, 984.50
14:47:48 15/01/2024, 15.32, 59.58, 59.32, 984.47
14:47:58 15/01/2024, 15.33, 59.60, 59.33, 984.63
14:48:08 15/01/2024, 15.32, 59.58, 59.34, 984.47
14:48:18 15/01/2024, 15.32, 59.58, 59.34, 984.50
14:48:28 15/01/2024, 15.33, 59.60, 59.35, 984.52
14:48:38 15/01/2024, 15.33, 59.60, 59.36, 984.44
14:48:48 15/01/2024, 15.32, 59.58, 59.33, 984.50
14:48:58 15/01/2024, 15.32, 59.58, 59.36, 984.53
14:49:08 15/01/2024, 15.31, 59.56, 59.38, 984.49
14:49:18 15/01/2024, 15.32, 59.57, 59.38, 984.47
14:49:28 15/01/2024, 15.32, 59.57, 59.36, 984.49
14:49:38 15/01/2024, 15.32, 59.57, 59.36, 984.44
14:49:48 15/01/2024, 15.32, 59.58, 59.36, 984.50
14:49:58 15/01/2024, 15.32, 59.58, 59.37, 984.56
14:50:08 15/01/2024, 15.31, 59.56, 59.38, 984.49
14:50:18 15/01/2024, 15.32, 59.58, 59.38, 984.53
14:50:28 15/01/2024, 15.33, 59.59, 59.38, 984.56
14:50:38 15/01/2024, 15.33, 59.59, 59.38, 984.48
14:50:48 15/01/2024, 15.32, 59.57, 59.38, 984.55
14:50:59 15/01/2024, 15.31, 59.56, 59.38, 984.49
14:51:09 15/01/2024, 15.32, 59.57, 59.36, 984.44
14:51:19 15/01/2024, 15.31, 59.56, 59.37, 984.46
14:51:29 15/01/2024, 15.31, 59.56, 59.38, 984.57
14:51:39 15/01/2024, 15.31, 59.56, 59.39, 984.49
14:51:49 15/01/2024, 15.32, 59.58, 59.39, 984.61
14:51:59 15/01/2024, 15.31, 59.55, 59.38, 984.48
14:52:09 15/01/2024, 15.32, 59.57, 59.39, 984.58
14:52:19 15/01/2024, 15.32, 59.57, 59.38, 984.52
14:52:29 15/01/2024, 15.31, 59.56, 59.38, 984.51
14:52:39 15/01/2024, 15.32, 59.58, 59.36, 984.61
14:52:49 15/01/2024, 15.32, 59.58, 59.37, 984.61
14:52:59 15/01/2024, 15.32, 59.58, 59.40, 984.56
14:53:09 15/01/2024, 15.31, 59.56, 59.38, 984.54
14:53:19 15/01/2024, 15.32, 59.58, 59.37, 984.58
14:53:29 15/01/2024, 15.32, 59.58, 59.37, 984.64
14:53:39 15/01/2024, 15.32, 59.57, 59.37, 984.60
14:53:49 15/01/2024, 15.32, 59.57, 59.37, 984.60
14:53:59 15/01/2024, 15.32, 59.57, 59.40, 984.52
14:54:09 15/01/2024, 15.31, 59.55, 59.40, 984.59
14:54:19 15/01/2024, 15.31, 59.55, 59.40, 984.61
14:54:29 15/01/2024, 15.31, 59.55, 59.41, 984.53
14:54:39 15/01/2024, 15.31, 59.56, 59.40, 984.60
14:54:49 15/01/2024, 15.30, 59.54, 59.41, 984.55
14:54:59 15/01/2024, 15.31, 59.56, 59.43, 984.57
14:55:09 15/01/2024, 15.31, 59.56, 59.41, 984.60
14:55:19 15/01/2024, 15.32, 59.57, 59.39, 984.60
14:55:29 15/01/2024, 15.31, 59.56, 59.42, 984.60
14:55:39 15/01/2024, 15.31, 59.56, 59.41, 984.57
14:55:49 15/01/2024, 15.30, 59.54, 59.42, 984.58
14:55:59 15/01/2024, 15.31, 59.56, 59.42, 984.54
14:56:09 15/01/2024, 15.31, 59.55, 59.42, 984.56
14:56:20 15/01/2024, 15.32, 59.57, 59.42, 984.63
14:56:30 15/01/2024, 15.32, 59.57, 59.41, 984.60
14:56:40 15/01/2024, 15.31, 59.56, 59.41, 984.57
14:56:50 15/01/2024, 15.32, 59.58, 59.42, 984.64
14:57:00 15/01/2024, 15.31, 59.56, 59.41, 984.60
14:57:10 15/01/2024, 15.32, 59.57, 59.42, 984.58
14:57:20 15/01/2024, 15.31, 59.56, 59.44, 984.54
14:57:30 15/01/2024, 15.31, 59.56, 59.42, 984.68
14:57:40 15/01/2024, 15.31, 59.55, 59.43, 984.61
14:57:50 15/01/2024, 15.31, 59.55, 59.42, 984.64
14:58:00 15/01/2024, 15.30, 59.53, 59.42, 984.57
14:58:10 15/01/2024, 15.31, 59.56, 59.43, 984.65
14:58:20 15/01/2024, 15.31, 59.56, 59.42, 984.62
14:58:30 15/01/2024, 15.31, 59.55, 59.44, 984.64
14:58:40 15/01/2024, 15.31, 59.55, 59.44, 984.67
14:58:50 15/01/2024, 15.31, 59.55, 59.44, 984.64
14:59:00 15/01/2024, 15.31, 59.55, 59.44, 984.61
14:59:10 15/01/2024, 15.30, 59.54, 59.43, 984.61
14:59:20 15/01/2024, 15.30, 59.54, 59.45, 984.58
14:59:30 15/01/2024, 15.30, 59.54, 59.43, 984.63
14:59:40 15/01/2024, 15.31, 59.55, 59.47, 984.59
14:59:50 15/01/2024, 15.30, 59.54, 59.45, 984.52
15:00:00 15/01/2024, 15.31, 59.55, 59.44, 984.53
15:00:10 15/01/2024, 15.31, 59.56, 59.41, 984.65
15:00:20 15/01/2024, 15.31, 59.56, 59.44, 984.62
15:00:30 15/01/2024, 15.31, 59.56, 59.43, 984.65
15:00:40 15/01/2024, 15.32, 59.57, 59.43, 984.63
15:00:50 15/01/2024, 15.30, 59.54, 59.44, 984.72
15:01:00 15/01/2024, 15.31, 59.56, 59.46, 984.71
15:01:10 15/01/2024, 15.32, 59.58, 59.44, 984.56
15:01:20 15/01/2024, 15.31, 59.56, 59.43, 984.62
15:01:31 15/01/2024, 15.31, 59.56, 59.43, 984.65
15:01:41 15/01/2024, 15.32, 59.58, 59.44, 984.72
15:01:51 15/01/2024, 15.31, 59.55, 59.43, 984.64
15:02:01 15/01/2024, 15.32, 59.58, 59.43, 984.58
15:02:11 15/01/2024, 15.32, 59.58, 59.41, 984.67
15:02:21 15/01/2024, 15.32, 59.58, 59.42, 984.58
15:02:31 15/01/2024, 15.32, 59.58, 59.41, 984.56
15:02:41 15/01/2024, 15.31, 59.56, 59.42, 984.54
15:02:51 15/01/2024, 15.30, 59.54, 59.44, 984.55
15:03:01 15/01/2024, 15.32, 59.57, 59.45, 984.63
15:03:11 15/01/2024, 15.31, 59.55, 59.44, 984.61
15:03:21 15/01/2024, 15.30, 59.54, 59.48, 984.63
15:03:31 15/01/2024, 15.30, 59.54, 59.45, 984.55
15:03:41 15/01/2024, 15.30, 59.53, 59.47, 984.63
15:03:51 15/01/2024, 15.30, 59.54, 59.45, 984.58
15:04:01 15/01/2024, 15.31, 59.55, 59.44, 984.64
15:04:11 15/01/2024, 15.31, 59.56, 59.43, 984.65
15:04:21 15/01/2024, 15.32, 59.58, 59.44, 984.67
15:04:31 15/01/2024, 15.31, 59.55, 59.43, 984.56
15:04:41 15/01/2024, 15.31, 59.56, 59.43, 984.51
15:04:51 15/01/2024, 15.31, 59.56, 59.44, 984.65
15:05:01 15/01/2024, 15.31, 59.56, 59.43, 984.57
15:05:11 15/01/2024, 15.32, 59.57, 59.44, 984.63
15:05:21 15/01/2024, 15.31, 59.55, 59.43, 984.67
15:05:31 15/01/2024, 15.30, 59.54, 59.43, 984.58
15:05:41 15/01/2024, 15.31, 59.56, 59.44, 984.65
15:05:51 15/01/2024, 15.31, 59.56, 59.44, 984.57
15:06:01 15/01/2024, 15.31, 59.55, 59.44, 984.61
15:06:11 15/01/2024, 15.30, 59.54, 59.45, 984.69
15:06:21 15/01/2024, 15.31, 59.55, 59.45, 984.61
15:06:31 15/01/2024, 15.31, 59.56, 59.46, 984.68
15:06:41 15/01/2024, 15.31, 59.55, 59.45, 984.64
15:06:52 15/01/2024, 15.32, 59.57, 59.42, 984.66
15:07:02 15/01/2024, 15.31, 59.56, 59.42, 984.71
15:07:12 15/01/2024, 15.32, 59.57, 59.41, 984.69
15:07:22 15/01/2024, 15.32, 59.57, 59.40, 984.60
15:07:32 15/01/2024, 15.34, 59.61, 59.40, 984.64
15:07:42 15/01/2024, 15.32, 59.58, 59.42, 984.64
15:07:52 15/01/2024, 15.32, 59.58, 59.39, 984.61
15:08:02 15/01/2024, 15.33, 59.60, 59.39, 984.63
15:08:12 15/01/2024, 15.32, 59.58, 59.41, 984.58
15:08:22 15/01/2024, 15.32, 59.57, 59.41, 984.60
15:08:32 15/01/2024, 15.33, 59.59, 59.40, 984.62
15:08:42 15/01/2024, 15.32, 59.58, 59.38, 984.61
15:08:52 15/01/2024, 15.33, 59.60, 59.41, 984.57
15:09:02 15/01/2024, 15.33, 59.59, 59.39, 984.51
15:09:12 15/01/2024, 15.33, 59.60, 59.39, 984.63
15:09:22 15/01/2024, 15.33, 59.59, 59.39, 984.62
15:09:32 15/01/2024, 15.34, 59.62, 59.38, 984.59
15:09:42 15/01/2024, 15.35, 59.63, 59.37, 984.60
15:09:52 15/01/2024, 15.34, 59.62, 59.36, 984.62
15:10:02 15/01/2024, 15.34, 59.61, 59.37, 984.58
15:10:12 15/01/2024, 15.33, 59.60, 59.37, 984.55
15:10:22 15/01/2024, 15.34, 59.61, 59.38, 984.58
15:10:32 15/01/2024, 15.34, 59.62, 59.38, 984.59
15:10:42 15/01/2024, 15.34, 59.62, 59.37, 984.59
15:10:52 15/01/2024, 15.33, 59.60, 59.34, 984.57
15:11:02 15/01/2024, 15.34, 59.62, 59.36, 984.62
15:11:12 15/01/2024, 15.34, 59.62, 59.37, 984.56
15:11:22 15/01/2024, 15.35, 59.63, 59.34, 984.54
15:11:32 15/01/2024, 15.34, 59.62, 59.36, 984.53
15:11:42 15/01/2024, 15.37, 59.66, 59.36, 984.63
15:11:52 15/01/2024, 15.35, 59.63, 59.35, 984.58
15:12:02 15/01/2024, 15.36, 59.65, 59.32, 984.57
15:12:13 15/01/2024, 15.37, 59.66, 59.34, 984.60
15:12:23 15/01/2024, 15.36, 59.65, 59.34, 984.59
15:12:33 15/01/2024, 15.36, 59.64, 59.32, 984.50
15:12:43 15/01/2024, 15.36, 59.64, 59.32, 984.56
15:12:53 15/01/2024, 15.36, 59.65, 59.35, 984.68
15:13:03 15/01/2024, 15.37, 59.66, 59.34, 984.68
15:13:13 15/01/2024, 15.37, 59.67, 59.34, 984.58
15:13:23 15/01/2024, 15.37, 59.66, 59.32, 984.57
15:13:33 15/01/2024, 15.35, 59.63, 59.32, 984.60
15:13:43 15/01/2024, 15.35, 59.63, 59.34, 984.60
15:13:53 15/01/2024, 15.36, 59.65, 59.33, 984.65
15:14:03 15/01/2024, 15.36, 59.64, 59.34, 984.67
15:14:13 15/01/2024, 15.35, 59.63, 59.36, 984.58
15:14:23 15/01/2024, 15.35, 59.63, 59.36, 984.63
15:14:33 15/01/2024, 15.36, 59.65, 59.38, 984.68
15:14:43 15/01/2024, 15.36, 59.65, 59.37, 984.62
15:14:53 15/01/2024, 15.36, 59.65, 59.36, 984.79
15:15:03 15/01/2024, 15.36, 59.64, 59.35, 984.67
15:15:13 15/01/2024, 15.36, 59.64, 59.36, 984.56
15:15:23 15/01/2024, 15.36, 59.64, 59.35, 984.53
15:15:33 15/01/2024, 15.36, 59.64, 59.35, 984.53
15:15:43 15/01/2024, 15.36, 59.65, 59.35, 984.54
15:15:53 15/01/2024, 15.38, 59.69, 59.34, 984.54
15:16:03 15/01/2024, 15.37, 59.67, 59.30, 984.53
15:16:13 15/01/2024, 15.39, 59.71, 59.29, 984.59
15:16:23 15/01/2024, 15.39, 59.71, 59.29, 984.59
15:16:33 15/01/2024, 15.38, 59.69, 59.28, 984.60
15:16:43 15/01/2024, 15.39, 59.71, 59.29, 984.67
15:16:53 15/01/2024, 15.38, 59.69, 59.28, 984.63
15:17:03 15/01/2024, 15.39, 59.71, 59.28, 984.61
15:17:13 15/01/2024, 15.40, 59.73, 59.28, 984.63
15:17:23 15/01/2024, 15.40, 59.73, 59.25, 984.63
15:17:34 15/01/2024, 15.39, 59.71, 59.27, 984.61
15:17:44 15/01/2024, 15.40, 59.73, 59.27, 984.47
15:17:54 15/01/2024, 15.40, 59.73, 59.27, 984.58
15:18:04 15/01/2024, 15.40, 59.73, 59.27, 984.69
15:18:14 15/01/2024, 15.38, 59.69, 59.28, 984.63
15:18:24 15/01/2024, 15.39, 59.71, 59.30, 984.61
15:18:34 15/01/2024, 15.39, 59.71, 59.29, 984.56
15:18:44 15/01/2024, 15.39, 59.70, 59.30, 984.66
15:18:54 15/01/2024, 15.39, 59.70, 59.30, 984.61
15:19:04 15/01/2024, 15.38, 59.69, 59.31, 984.52
15:19:14 15/01/2024, 15.38, 59.69, 59.31, 984.54
15:19:24 15/01/2024, 15.37, 59.67, 59.33, 984.64
15:19:34 15/01/2024, 15.37, 59.67, 59.34, 984.58
15:19:44 15/01/2024, 15.38, 59.69, 59.33, 984.60
15:19:54 15/01/2024, 15.37, 59.67, 59.33, 984.61
15:20:04 15/01/2024, 15.36, 59.65, 59.33, 984.51
15:20:14 15/01/2024, 15.36, 59.65, 59.32, 984.62
15:20:24 15/01/2024, 15.37, 59.67, 59.34, 984.55
15:20:34 15/01/2024, 15.37, 59.67, 59.34, 984.58
15:20:44 15/01/2024, 15.37, 59.66, 59.36, 984.63
15:20:54 15/01/2024, 15.35, 59.63, 59.36, 984.55
15:21:04 15/01/2024, 15.35, 59.63, 59.37, 984.54
15:21:14 15/01/2024, 15.34, 59.62, 59.40, 984.62
15:21:24 15/01/2024, 15.34, 59.61, 59.39, 984.58
15:21:34 15/01/2024, 15.34, 59.62, 59.41, 984.59
15:21:44 15/01/2024, 15.34, 59.61, 59.40, 984.58
15:21:54 15/01/2024, 15.33, 59.60, 59.42, 984.55
15:22:04 15/01/2024, 15.33, 59.59, 59.43, 984.54
15:22:14 15/01/2024, 15.33, 59.59, 59.43, 984.56
15:22:24 15/01/2024, 15.33, 59.60, 59.43, 984.52
15:22:34 15/01/2024, 15.33, 59.59, 59.43, 984.56
15:22:44 15/01/2024, 15.33, 59.60, 59.43, 984.60
15:22:55 15/01/2024, 15.34, 59.62, 59.43, 984.62
15:23:05 15/01/2024, 15.34, 59.61, 59.43, 984.64
15:23:15 15/01/2024, 15.33, 59.60, 59.41, 984.60
15:23:25 15/01/2024, 15.34, 59.62, 59.42, 984.73
15:23:35 15/01/2024, 15.34, 59.61, 59.43, 984.72
15:23:45 15/01/2024, 15.33, 59.59, 59.42, 984.62
15:23:55 15/01/2024, 15.33, 59.60, 59.42, 984.66
15:24:05 15/01/2024, 15.32, 59.58, 59.43, 984.61
15:24:15 15/01/2024, 15.33, 59.60, 59.44, 984.60
15:24:25 15/01/2024, 15.33, 59.60, 59.43, 984.71
15:24:35 15/01/2024, 15.33, 59.59, 59.43, 984.65
15:24:45 15/01/2024, 15.33, 59.60, 59.43, 984.68
15:24:55 15/01/2024, 15.33, 59.59, 59.41, 984.62
15:25:05 15/01/2024, 15.33, 59.59, 59.44, 984.62
15:25:15 15/01/2024, 15.33, 59.60, 59.44, 984.71
15:25:25 15/01/2024, 15.33, 59.60, 59.43, 984.68
15:25:35 15/01/2024, 15.33, 59.59, 59.44, 984.67
15:25:45 15/01/2024, 15.31, 59.56, 59.44, 984.81
15:25:55 15/01/2024, 15.32, 59.58, 59.46, 984.78
15:26:05 15/01/2024, 15.33, 59.59, 59.47, 984.70
15:26:15 15/01/2024, 15.32, 59.58, 59.48, 984.72
15:26:25 15/01/2024, 15.32, 59.58, 59.46, 984.67
15:26:35 15/01/2024, 15.32, 59.58, 59.47, 984.56
15:26:45 15/01/2024, 15.32, 59.58, 59.47, 984.64
15:26:55 15/01/2024, 15.32, 59.58, 59.47, 984.69
15:27:05 15/01/2024, 15.32, 59.58, 59.45, 984.67
15:27:15 15/01/2024, 15.31, 59.56, 59.47, 984.65
15:27:25 15/01/2024, 15.31, 59.55, 59.48, 984.59
15:27:35 15/01/2024, 15.31, 59.56, 59.48, 984.68
15:27:45 15/01/2024, 15.32, 59.57, 59.50, 984.66
15:27:55 15/01/2024, 15.32, 59.57, 59.49, 984.66
15:28:06 15/01/2024, 15.31, 59.56, 59.49, 984.68
15:28:16 15/01/2024, 15.32, 59.57, 59.48, 984.55
15:28:26 15/01/2024, 15.33, 59.59, 59.46, 984.70
15:28:36 15/01/2024, 15.32, 59.58, 59.45, 984.72
15:28:46 15/01/2024, 15.33, 59.60, 59.46, 984.71
15:28:56 15/01/2024, 15.33, 59.60, 59.46, 984.74
15:29:06 15/01/2024, 15.32, 59.58, 59.47, 984.67
15:29:16 15/01/2024, 15.33, 59.59, 59.47, 984.67
15:29:26 15/01/2024, 15.33, 59.59, 59.48, 984.73
15:29:36 15/01/2024, 15.32, 59.57, 59.53, 984.69
15:29:46 15/01/2024, 15.32, 59.58, 59.52, 984.78
15:29:56 15/01/2024, 15.33, 59.60, 59.50, 984.68
15:30:06 15/01/2024, 15.33, 59.60, 59.49, 984.76
15:30:16 15/01/2024, 15.34, 59.62, 59.49, 984.75
15:30:26 15/01/2024, 15.32, 59.58, 59.50, 984.72
15:30:36 15/01/2024, 15.32, 59.58, 59.51, 984.72
15:30:46 15/01/2024, 15.33, 59.60, 59.50, 984.79
15:30:56 15/01/2024, 15.34, 59.61, 59.49, 984.69
15:31:06 15/01/2024, 15.33, 59.59, 59.49, 984.70
15:31:16 15/01/2024, 15.32, 59.58, 59.49, 984.72
15:31:26 15/01/2024, 15.33, 59.59, 59.49, 984.73
15:31:36 15/01/2024, 15.32, 59.58, 59.50, 984.64
15:31:46 15/01/2024, 15.33, 59.60, 59.50, 984.68
15:31:56 15/01/2024, 15.33, 59.60, 59.51, 984.68
15:32:06 15/01/2024, 15.32, 59.58, 59.52, 984.75
15:32:16 15/01/2024, 15.32, 59.57, 59.52, 984.74
15:32:26 15/01/2024, 15.32, 59.57, 59.52, 984.74
15:32:36 15/01/2024, 15.32, 59.58, 59.52, 984.75
15:32:46 15/01/2024, 15.32, 59.58, 59.54, 984.72
15:32:56 15/01/2024, 15.32, 59.58, 59.53, 984.69
15:33:06 15/01/2024, 15.33, 59.59, 59.53, 984.84
15:33:16 15/01/2024, 15.32, 59.57, 59.52, 984.77
15:33:26 15/01/2024, 15.32, 59.58, 59.52, 984.72
15:33:37 15/01/2024, 15.32, 59.58, 59.53, 984.64
15:33:47 15/01/2024, 15.32, 59.57, 59.54, 984.71
15:33:57 15/01/2024, 15.32, 59.58, 59.52, 984.75
15:34:07 15/01/2024, 15.32, 59.57, 59.55, 984.71
15:34:17 15/01/2024, 15.31, 59.55, 59.55, 984.70
15:34:27 15/01/2024, 15.31, 59.56, 59.58, 984.71
15:34:37 15/01/2024, 15.31, 59.56, 59.58, 984.65
15:34:47 15/01/2024, 15.31, 59.56, 59.57, 984.73
15:34:57 15/01/2024, 15.31, 59.56, 59.57, 984.73
15:35:07 15/01/2024, 15.30, 59.54, 59.58, 984.72
15:35:17 15/01/2024, 15.31, 59.55, 59.60, 984.75
15:35:27 15/01/2024, 15.30, 59.54, 59.61, 984.72
15:35:37 15/01/2024, 15.30, 59.54, 59.61, 984.77
15:35:47 15/01/2024, 15.30, 59.54, 59.61, 984.72
15:35:57 15/01/2024, 15.30, 59.54, 59.61, 984.80
15:36:07 15/01/2024, 15.30, 59.54, 59.63, 984.85
15:36:17 15/01/2024, 15.30, 59.54, 59.62, 984.80
15:36:27 15/01/2024, 15.30, 59.54, 59.64, 984.80
15:36:37 15/01/2024, 15.30, 59.53, 59.61, 984.79
15:36:47 15/01/2024, 15.30, 59.54, 59.61, 984.74
15:36:57 15/01/2024, 15.31, 59.56, 59.60, 984.90
15:37:07 15/01/2024, 15.31, 59.55, 59.62, 984.81
15:37:17 15/01/2024, 15.30, 59.54, 59.61, 984.74
15:37:27 15/01/2024, 15.31, 59.56, 59.60, 984.90
15:37:37 15/01/2024, 15.31, 59.56, 59.60, 984.92
15:37:47 15/01/2024, 15.31, 59.56, 59.62, 984.81
15:37:57 15/01/2024, 15.31, 59.56, 59.60, 984.76
15:38:07 15/01/2024, 15.31, 59.56, 59.60, 984.76
15:38:17 15/01/2024, 15.30, 59.54, 59.60, 984.91
15:38:27 15/01/2024, 15.32, 59.57, 59.63, 984.85
15:38:37 15/01/2024, 15.31, 59.56, 59.61, 984.87
15:38:48 15/01/2024, 15.31, 59.56, 59.60, 984.76
15:38:58 15/01/2024, 15.32, 59.57, 59.60, 984.77
15:39:08 15/01/2024, 15.32, 59.57, 59.59, 984.74
15:39:18 15/01/2024, 15.31, 59.56, 59.60, 984.92
15:39:28 15/01/2024, 15.31, 59.55, 59.58, 984.86
15:39:38 15/01/2024, 15.31, 59.56, 59.59, 984.87
15:39:48 15/01/2024, 15.30, 59.54, 59.61, 984.85
15:39:58 15/01/2024, 15.31, 59.56, 59.61, 984.90
15:40:08 15/01/2024, 15.31, 59.56, 59.61, 984.92
15:40:18 15/01/2024, 15.30, 59.54, 59.62, 984.80
15:40:28 15/01/2024, 15.31, 59.55, 59.63, 984.81
15:40:38 15/01/2024, 15.30, 59.54, 59.63, 984.80
15:40:48 15/01/2024, 15.31, 59.56, 59.63, 984.87
15:40:58 15/01/2024, 15.32, 59.57, 59.61, 984.85
15:41:08 15/01/2024, 15.30, 59.54, 59.61, 984.94
15:41:18 15/01/2024, 15.31, 59.56, 59.60, 984.76
15:41:28 15/01/2024, 15.31, 59.56, 59.60, 984.81
15:41:38 15/01/2024, 15.30, 59.54, 59.61, 984.77
15:41:48 15/01/2024, 15.30, 59.54, 59.61, 984.74
15:41:58 15/01/2024, 15.31, 59.56, 59.61, 984.90
15:42:08 15/01/2024, 15.31, 59.56, 59.62, 984.90
15:42:18 15/01/2024, 15.31, 59.55, 59.60, 984.83
15:42:28 15/01/2024, 15.31, 59.55, 59.61, 984.83
15:42:38 15/01/2024, 15.31, 59.56, 59.61, 984.90
15:42:48 15/01/2024, 15.31, 59.56, 59.58, 984.81
15:42:58 15/01/2024, 15.31, 59.55, 59.59, 984.81
15:43:08 15/01/2024, 15.31, 59.55, 59.59, 984.81
15:43:18 15/01/2024, 15.30, 59.54, 59.60, 984.77
15:43:28 15/01/2024, 15.31, 59.55, 59.58, 984.81
15:43:38 15/01/2024, 15.31, 59.55, 59.59, 984.81
15:43:48 15/01/2024, 15.31, 59.55, 59.63, 984.89
15:43:58 15/01/2024, 15.31, 59.55, 59.58, 984.89
15:44:09 15/01/2024, 15.31, 59.56, 59.57, 984.84
15:44:19 15/01/2024, 15.31, 59.56, 59.60, 984.92
15:44:29 15/01/2024, 15.31, 59.56, 59.61, 984.81
15:44:39 15/01/2024, 15.31, 59.56, 59.61, 984.87
15:44:49 15/01/2024, 15.31, 59.56, 59.61, 984.81
15:44:59 15/01/2024, 15.31, 59.55, 59.61, 984.89
15:45:09 15/01/2024, 15.31, 59.55, 59.61, 984.81
15:45:19 15/01/2024, 15.31, 59.56, 59.60, 984.87
15:45:29 15/01/2024, 15.32, 59.58, 59.60, 984.89
15:45:39 15/01/2024, 15.31, 59.55, 59.61, 984.92
15:45:49 15/01/2024, 15.32, 59.57, 59.60, 984.82
15:45:59 15/01/2024, 15.31, 59.56, 59.61, 984.81
15:46:09 15/01/2024, 15.30, 59.54, 59.63, 984.80
15:46:19 15/01/2024, 15.30, 59.54, 59.63, 984.88
15:46:29 15/01/2024, 15.30, 59.54, 59.63, 984.88
15:46:39 15/01/2024, 15.31, 59.55, 59.63, 984.86
15:46:49 15/01/2024, 15.30, 59.54, 59.63, 984.94
15:46:59 15/01/2024, 15.31, 59.56, 59.65, 984.95
15:47:09 15/01/2024, 15.31, 59.55, 59.63, 984.92
15:47:19 15/01/2024, 15.31, 59.56, 59.64, 984.90
15:47:29 15/01/2024, 15.32, 59.57, 59.66, 984.91
15:47:39 15/01/2024, 15.31, 59.55, 59.65, 984.89
15:47:49 15/01/2024, 15.31, 59.55, 59.65, 984.92
15:47:59 15/01/2024, 15.30, 59.53, 59.63, 984.90
15:48:09 15/01/2024, 15.31, 59.56, 59.63, 984.95
15:48:19 15/01/2024, 15.31, 59.55, 59.65, 984.94
15:48:29 15/01/2024, 15.30, 59.53, 59.66, 984.96
15:48:39 15/01/2024, 15.31, 59.55, 59.66, 984.92
15:48:49 15/01/2024, 15.31, 59.56, 59.65, 984.95
15:48:59 15/01/2024, 15.30, 59.54, 59.66, 984.99
15:49:09 15/01/2024, 15.31, 59.56, 59.68, 984.95
15:49:19 15/01/2024, 15.30, 59.54, 59.67, 984.96
15:49:30 15/01/2024, 15.31, 59.55, 59.68, 984.94
15:49:40 15/01/2024, 15.30, 59.54, 59.68, 984.96
15:49:50 15/01/2024, 15.30, 59.54, 59.68, 984.96
15:50:00 15/01/2024, 15.30, 59.53, 59.69, 984.93
15:50:10 15/01/2024, 15.30, 59.54, 59.68, 984.99
15:50:20 15/01/2024, 15.30, 59.54, 59.68, 985.02
15:50:30 15/01/2024, 15.30, 59.54, 59.69, 984.99
15:50:40 15/01/2024, 15.30, 59.54, 59.66, 984.96
15:50:50 15/01/2024, 15.29, 59.52, 59.69, 984.89
15:51:00 15/01/2024, 15.29, 59.52, 59.68, 985.06
15:51:10 15/01/2024, 15.29, 59.52, 59.71, 985.00
15:51:20 15/01/2024, 15.28, 59.51, 59.69, 984.99
15:51:30 15/01/2024, 15.29, 59.52, 59.71, 985.00
15:51:40 15/01/2024, 15.28, 59.51, 59.72, 985.04
15:51:50 15/01/2024, 15.28, 59.51, 59.73, 985.10
15:52:00 15/01/2024, 15.29, 59.52, 59.72, 985.02
15:52:10 15/01/2024, 15.28, 59.51, 59.72, 984.99
15:52:20 15/01/2024, 15.29, 59.52, 59.72, 985.00
15:52:30 15/01/2024, 15.30, 59.54, 59.73, 985.07
15:52:40 15/01/2024, 15.29, 59.52, 59.71, 985.05
15:52:50 15/01/2024, 15.29, 59.52, 59.71, 985.00
15:53:00 15/01/2024, 15.30, 59.54, 59.71, 985.02
15:53:10 15/01/2024, 15.31, 59.55, 59.70, 985.08
15:53:20 15/01/2024, 15.30, 59.54, 59.69, 985.02
15:53:30 15/01/2024, 15.29, 59.52, 59.70, 985.06
15:53:40 15/01/2024, 15.31, 59.55, 59.68, 985.05
